Name,Address,PhoneNumber,Latitude,Longitude,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday
관계의미학,충청북도 제천시 숭문로16길 14 (의림동),,37.1410931899113,128.209614809605,11:00 ~ 19:00,,11:00 ~ 19:00,11:00 ~ 19:00,11:00 ~ 19:00,11:00 ~ 19:00,11:00 ~ 19:00
커피철학,충청북도 증평군 증평읍 대동1길 6-1,,36.7817196722725,127.584844544843,11:00 ~ 19:00,11:00 ~ 19:00,11:00 ~ 19:00,11:00 ~ 19:00,11:00 ~ 19:00,11:00 ~ 19:00,
나무야,충청북도 충주시 금봉대로 840,043 8512003,36.993867639624,127.925446693224,09:00 ~ 21:00,09:00 ~ 21:00,09:00 ~ 21:00,09:00 ~ 21:00,09:00 ~ 21:00,09:00 ~ 21:00,09:00 ~ 21:00
더벤티 청주강서점,충청북도 청주시 흥덕구 강서로 108,,36.6243959082946,127.428568391949,08:00 ~ 21:00,08:00 ~ 21:00,08:00 ~ 21:00,08:00 ~ 21:00,08:00 ~ 21:00,09:00 ~ 21:00,09:00 ~ 21:00
시즈널디저트카페,충청북도 청주시 상당구 사직대로 367-7,043 221 0914,36.6374466513604,127.48821342051,,12:00 ~ 22:00,12:00 ~ 22:00,12:00 ~ 22:00,12:00 ~ 22:00,12:00 ~ 22:00,12:00 ~ 22:00
카페 바르도,충청북도 청주시 청원구 율량로138번길 16,,36.6704519157563,127.498693187027,10:00 ~ 22:00,10:00 ~ 22:00,10:00 ~ 22:00,10:00 ~ 22:00,10:00 ~ 22:00,10:00 ~ 22:00,10:00 ~ 22:00
커슐랭 강서점,충청북도 청주시 흥덕구 가로수로1164번길 41-7,,36.6254992383126,127.427117325023,00:00 ~ 23:59,00:00 ~ 23:59,00:00 ~ 23:59,00:00 ~ 23:59,00:00 ~ 23:59,00:00 ~ 23:59,00:00 ~ 23:59
아라커피,충청북도 청주시 청원구 내수읍 초정약수로 328,,36.7155786680483,127.545856891718,,11:00 ~ 22:00,11:00 ~ 22:00,11:00 ~ 22:00,11:00 ~ 22:00,11:00 ~ 22:00,11:00 ~ 22:00
작은숲,충청북도 청주시 청원구 오창읍 구룡4길 8,,36.7098642185456,127.414116997579,10:00 ~ 20:00,10:00 ~ 20:00,10:00 ~ 20:00,10:00 ~ 20:00,10:00 ~ 20:00,10:00 ~ 20:00,
테소로(TESORO),충청북도 충주시 연수서편2길 31 (연수동),,36.9899133023397,127.932938204691,,12:00 ~ 22:00,12:00 ~ 22:00,12:00 ~ 22:00,12:00 ~ 22:00,12:00 ~ 22:00,12:00 ~ 22:00
마니미니카페,충청북도 청주시 서원구 청남로 2129,,36.6221966990283,127.487698570726,11:00 ~ 20:00,11:00 ~ 20:00,11:00 ~ 20:00,11:00 ~ 20:00,11:00 ~ 20:00,11:00 ~ 20:00,11:00 ~ 20:00
풍경꽃차,충청북도 충주시 연원8길 15,,36.9851558349981,127.93108008165,09:00 ~ 20:00,09:00 ~ 20:00,09:00 ~ 20:00,09:00 ~ 20:00,09:00 ~ 20:00,09:00 ~ 20:00,09:00 ~ 20:00
빽다방 청주강서점,충청북도 청주시 흥덕구 강서로 115,,36.6250900710228,127.428963302322,08:00 ~ 23:00,08:00 ~ 23:00,08:00 ~ 23:00,08:00 ~ 23:00,08:00 ~ 23:00,09:00 ~ 23:00,09:00 ~ 23:00
빼꼼과자가게,충청북도 음성군 맹동면 두레1길 13,,36.9131494311722,127.547063576763,10:00 ~ 19:00,10:00 ~ 19:00,10:00 ~ 19:00,10:00 ~ 19:00,10:00 ~ 19:00,11:00 ~ 16:00,
커피대학 2호점,충청북도 음성군 감곡면 대학길 278,,37.1435638628244,127.647374692043,09:00 ~ 17:00,09:00 ~ 17:00,09:00 ~ 17:00,09:00 ~ 17:00,09:00 ~ 17:00,,
읍천리382금천용암점,충청북도 청주시 상당구 중고개로 254,043 283 0382,36.6258101196721,127.510569407282,10:00 ~ 23:00,10:00 ~ 23:00,10:00 ~ 23:00,10:00 ~ 23:00,10:00 ~ 23:00,10:00 ~ 23:00,10:00 ~ 23:00
도리스,충청북도 청주시 청원구 오창읍 주성3길 20,070 40658421,36.7379580331344,127.454646653259,11:00 ~ 19:30,11:00 ~ 19:30,11:00 ~ 19:30,11:00 ~ 19:30,11:00 ~ 19:30,11:00 ~ 19:30,
이디야 청주 직지스타점,충청북도 청주시 흥덕구 직지대로436번길 76,043 277 5577,36.6405725296412,127.440289586313,07:30 ~ 20:00,07:30 ~ 20:00,07:30 ~ 20:00,07:30 ~ 20:00,07:30 ~ 20:00,09:00 ~ 20:00,09:00 ~ 20:00
동백과자점,충청북도 청주시 서원구 창직로 28,,36.6307323095951,127.464719890533,12:00 ~ 21:00,12:00 ~ 21:00,12:00 ~ 21:00,12:00 ~ 21:00,12:00 ~ 21:00,12:00 ~ 21:00,
이디야,충청북도 제천시 의림대로 112 (중앙로1가),0436462690,37.1376677582783,128.210628281043,09:30 ~ 20:30,09:30 ~ 20:30,09:30 ~ 20:30,09:30 ~ 20:30,09:30 ~ 20:30,09:30 ~ 20:30,09:30 ~ 20:30
부리또인,충청북도 제천시 세명로 58 (모산동),,37.1808979690086,128.201771369244,11:00 ~ 21:00,11:00 ~ 21:00,11:00 ~ 21:00,11:00 ~ 21:00,11:00 ~ 21:00,11:00 ~ 21:00,
커피갤러리,충청북도 제천시 청풍호로9길 6,,37.1239871203214,128.2026278275,10:00 ~ 22:00,10:00 ~ 22:00,10:00 ~ 22:00,10:00 ~ 22:00,10:00 ~ 22:00,10:00 ~ 22:00,10:00 ~ 22:00
이디야 제천장락DI본점,충청북도 제천시 장락로 185-5,,37.1583657499677,128.227390283616,09:30 ~ 23:00,09:30 ~ 23:00,09:30 ~ 23:00,09:30 ~ 23:00,09:30 ~ 23:00,09:30 ~ 23:00,09:30 ~ 23:00
카페디딤,충청북도 제천시 청풍호로10안길 23-3,,37.1216693041645,128.19850586653,10:00 ~ 22:00,10:00 ~ 22:00,10:00 ~ 22:00,10:00 ~ 22:00,10:00 ~ 22:00,10:00 ~ 22:00,
다울중앙점,충청북도 제천시 용두천로 101 (중앙로1가),043 644 2579,37.1368325487253,128.212300819493,,12:00 ~ 23:00,12:00 ~ 23:00,12:00 ~ 23:00,12:00 ~ 23:00,12:00 ~ 23:00,12:00 ~ 23:00
달콤테라스,충청북도 제천시 백운면 천등박달로 1358-7,043 651 4015,37.1381741831942,128.025318669786,09:00 ~ 19:00,09:00 ~ 19:00,09:00 ~ 19:00,09:00 ~ 19:00,09:00 ~ 19:00,09:00 ~ 20:00,09:00 ~ 19:00
피노,충청북도 제천시 세명로2길 27,043  6421376,37.1831177082292,128.204642366243,11:00 ~ 22:00,11:00 ~ 22:00,11:00 ~ 22:00,11:00 ~ 22:00,11:00 ~ 22:00,11:00 ~ 22:00,11:00 ~ 22:00
빽다방제천중앙로점,충청북도 제천시 의림대로14길 2 (중앙로1가),043 651 7111,37.1383011139064,128.210959682134,09:00 ~ 20:30,09:00 ~ 20:30,09:00 ~ 20:30,09:00 ~ 20:30,09:00 ~ 20:30,09:00 ~ 20:30,09:00 ~ 20:30
카페라고,충청북도 제천시 청풍면 청풍호로 1798 (레이크호텔3층내),043 640 7060,37.016567169899,128.176853147309,,10:00 ~ 21:00,10:00 ~ 21:00,10:00 ~ 21:00,10:00 ~ 21:00,10:00 ~ 21:00,10:00 ~ 21:00
송학커피,충청북도 제천시 송학면 북부로 3413,043 648 2460,37.1868947624272,128.275717241861,09:00 ~ 22:00,09:00 ~ 22:00,09:00 ~ 22:00,09:00 ~ 22:00,09:00 ~ 22:00,09:00 ~ 22:00,09:00 ~ 22:00
메이드 샵 크로플,충청북도 제천시 내제로 239 (청전동),,37.1474260939046,128.212514933772,11:00 ~ 24:00,11:00 ~ 24:00,11:00 ~ 24:00,11:00 ~ 24:00,11:00 ~ 24:00,11:00 ~ 24:00,11:00 ~ 24:00
마당,충청북도 제천시 의림대로 230 (청전동),,37.1478569406032,128.214821337104,10:30 ~ 21:00,10:30 ~ 21:00,10:30 ~ 21:00,10:30 ~ 21:00,10:30 ~ 21:00,10:30 ~ 21:00,10:30 ~ 21:00
커피와향기이야기,충청북도 충주시 중앙로 127 (성내동),,36.9713967789331,127.93729606206,09:00 ~ 22:00,09:00 ~ 22:00,09:00 ~ 22:00,09:00 ~ 22:00,09:00 ~ 22:00,09:00 ~ 22:00,09:00 ~ 22:00
카페 봄,충청북도 제천시 의림대로 242 (청전동,043 652 4995,37.1493417043657,128.216086496955,11:00 ~ 22:00,11:00 ~ 22:00,11:00 ~ 22:00,11:00 ~ 22:00,11:00 ~ 22:00,,11:00 ~ 22:00
모스커피,충청북도 제천시 독순로 60 (중앙로2가),,37.1392111597007,128.20965979417,08:00 ~ 18:00,08:00 ~ 18:00,08:00 ~ 18:00,08:00 ~ 18:00,08:00 ~ 18:00,08:00 ~ 18:00,
배달커피,충청북도 제천시 용두천로 274 (장락동),070 88168282,37.150432755964,128.219529734506,11:30 ~ 02:00,11:30 ~ 02:00,11:30 ~ 02:00,11:30 ~ 02:00,11:30 ~ 02:00,11:30 ~ 02:00,11:30 ~ 02:00
커피바바,충청북도 제천시 죽하로 85 (장락동),043 651 2282,37.1590296195601,128.225430433241,09:00 ~ 02:00,09:00 ~ 02:00,09:00 ~ 02:00,09:00 ~ 02:00,09:00 ~ 02:00,09:00 ~ 02:00,09:00 ~ 02:00
위드유,충청북도 제천시 의림대로33길 70,043 6520905,37.1470466090222,128.208199140649,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00
빽다방충주교통대점,충청북도 충주시 대소원면 대학로 19-3,043 847 5332,36.9645442180893,127.87072248244,09:00 ~ 24:00,09:00 ~ 24:00,09:00 ~ 24:00,09:00 ~ 24:00,09:00 ~ 24:00,09:00 ~ 24:00,09:00 ~ 24:00
이디야청전점,충청북도 제천시 의림대로29길 22 (청전동),,37.1475622648292,128.212318334379,10:30 ~ 22:30,10:30 ~ 22:30,10:30 ~ 22:30,10:30 ~ 22:30,10:30 ~ 22:30,10:30 ~ 22:30,10:30 ~ 22:30
순수해,충청북도 제천시 죽하로 71-1 (장락동),,37.1580744527928,128.224874108903,,,11:00 ~ 23:00,11:00 ~ 23:00,11:00 ~ 23:00,11:00 ~ 23:00,11:00 ~ 23:00
더치앤빈 제천세명대점,충청북도 제천시 세명로 49,,37.1804924027309,128.202741677468,10:00 ~ 23:00,10:00 ~ 23:00,10:00 ~ 23:00,10:00 ~ 23:00,10:00 ~ 23:00,10:00 ~ 23:00,10:00 ~ 23:00
연수원매점,충청북도 충주시 안심1길 143,043 8552800,36.9821053636954,127.961392682067,07:00 ~ 23:00,07:00 ~ 23:00,07:00 ~ 23:00,07:00 ~ 23:00,07:00 ~ 23:00,07:00 ~ 23:00,07:00 ~ 23:00
엔제리너스충주연수,충청북도 충주시 갱고개로 147 (연수동),043845 5127,36.9842425615229,127.939185573352,09:00 ~ 24:00,09:00 ~ 24:00,09:00 ~ 24:00,09:00 ~ 24:00,09:00 ~ 24:00,09:00 ~ 24:00,09:00 ~ 24:00
커피로드,충청북도 제천시 내토로 287,,37.130251010785,128.190131658875,11:00 ~ 24:00,11:00 ~ 24:00,11:00 ~ 24:00,11:00 ~ 24:00,11:00 ~ 24:00,11:00 ~ 24:00,11:00 ~ 24:00
토닥,충청북도 옥천군 안내면 현리3길 10-1,,36.3931247238685,127.66055245642,11:00 ~ 17:00,11:00 ~ 19:00,11:00 ~ 19:00,11:00 ~ 19:00,11:00 ~ 19:00,11:00 ~ 19:00,11:00 ~ 19:00
배스킨라빈스제천중앙점,충청북도 제천시 의림대로 112 (중앙로1가),043 644 7700,37.1376677582783,128.210628281043,10:00 ~ 23:00,10:00 ~ 23:00,10:00 ~ 23:00,10:00 ~ 23:00,10:00 ~ 23:00,10:00 ~ 23:00,10:00 ~ 23:00
파스쿠찌충주연수점,충청북도 충주시 갱고개로 143 (연수동),043 8438497,36.983717916622,127.93924920939,09:00 ~ 00:30,09:00 ~ 00:30,09:00 ~ 00:30,09:00 ~ 00:30,09:00 ~ 00:30,09:00 ~ 00:30,09:00 ~ 00:30
이디야커피충주교통대점,충청북도 충주시 대소원면 대학로 11,043 855 5234,36.9638546469526,127.870696663034,09:00 ~ 23:00,09:00 ~ 23:00,09:00 ~ 23:00,09:00 ~ 23:00,09:00 ~ 23:00,09:00 ~ 23:00,09:00 ~ 23:00
옹달샘까페,충청북도 충주시 노은면 우성1길 201-61,070 75255518,37.0255587521663,127.751304490946,09:00 ~ 19:00,09:00 ~ 19:00,09:00 ~ 19:00,09:00 ~ 19:00,09:00 ~ 19:00,09:00 ~ 19:00,09:00 ~ 19:00
이디야충주연수동점,충청북도 충주시 갱고개로 162 (연수동),043 857 6966,36.9853159139331,127.939729476129,09:00 ~ 22:00,09:00 ~ 22:00,09:00 ~ 22:00,09:00 ~ 22:00,09:00 ~ 22:00,09:00 ~ 23:00,09:00 ~ 23:00
스타벅스커피충주연수점,충청북도 충주시 계명대로 227 (연수동),043 846 8590,36.9827319505954,127.939914012045,08:00 ~ 20:00,08:00 ~ 20:00,08:00 ~ 20:00,08:00 ~ 20:00,08:00 ~ 21:00,08:00 ~ 21:00,08:00 ~ 20:00
라즈베리,충청북도 충주시 계명대로 215 (연수동),,36.9827495631846,127.938587673425,12:00 ~ 19:00,09:00 ~ 19:00,09:00 ~ 19:00,09:00 ~ 19:00,09:00 ~ 19:00,09:00 ~ 19:00,
엔제리너스칠금점,충청북도 충주시 칠금12길 5,,36.986683566349,127.923444129014,10:00 ~ 24:00,10:00 ~ 24:00,10:00 ~ 24:00,10:00 ~ 24:00,10:00 ~ 24:00,10:00 ~ 24:00,10:00 ~ 24:00
따순과자점,충청북도 충주시 봉계1길 29,,36.9794530333355,127.913948145678,11:00 ~ 21:00,11:00 ~ 21:00,11:00 ~ 21:00,11:00 ~ 21:00,11:00 ~ 21:00,11:00 ~ 20:00,11:00 ~ 20:00
부리또인충주교통대점,충청북도 충주시 대소원면 대학로 13,043 848 6980,36.9640890775413,127.870773780021,10:00 ~ 21:00,10:00 ~ 21:00,10:00 ~ 21:00,10:00 ~ 21:00,10:00 ~ 21:00,,10:00 ~ 21:00
SUDA(수다),충청북도 충주시 시청로 4,,36.9877696097485,127.926138177243,09:00 ~ 22:00,09:00 ~ 22:00,09:00 ~ 22:00,09:00 ~ 22:00,09:00 ~ 22:00,09:00 ~ 22:00,
커피제작소1998,충청북도 충주시 동촌1길 26 (교현동),,36.9694348329275,127.940860749131,11:00 ~ 19:00,11:00 ~ 19:00,11:00 ~ 19:00,11:00 ~ 19:00,11:00 ~ 19:00,,
요거프레소 음성점,충청북도 음성군 음성읍 시장로 102-1,,36.9366419772318,127.692355305118,10:00 ~ 22:00,10:00 ~ 22:00,10:00 ~ 22:00,10:00 ~ 22:00,10:00 ~ 22:00,10:00 ~ 22:00,10:00 ~ 22:00
달보드레카페,충청북도 음성군 금왕읍 무극로244번길 16,043 877 5000,36.990377034685,127.589404067398,11:00 ~ 21:00,11:00 ~ 21:00,11:00 ~ 21:00,11:00 ~ 21:00,11:00 ~ 21:00,11:00 ~ 21:00,11:00 ~ 21:00
투썸플레이스(금왕점),충청북도 음성군 금왕읍 무극로 216,043 8772322,36.9909487884556,127.585849644699,09:00 ~ 23:00,09:00 ~ 23:00,09:00 ~ 23:00,09:00 ~ 23:00,09:00 ~ 23:00,09:00 ~ 23:00,09:00 ~ 23:00
마이커피,충청북도 음성군 맹동면 용두로 54,043 8728868,36.9069405103208,127.548294583158,,12:00 ~ 19:00,12:00 ~ 19:00,12:00 ~ 19:00,12:00 ~ 19:00,,
마리&커피(coffee),충청북도 음성군 삼성면 덕정로 79,070 88271717,37.0209015558966,127.500384123379,11:00 ~ 24:00,11:00 ~ 24:00,11:00 ~ 24:00,11:00 ~ 24:00,11:00 ~ 24:00,11:00 ~ 24:00,11:00 ~ 24:00
립스,충청북도 음성군 감곡면 성주로 4,,37.1188078866239,127.635246246226,11:00 ~ 21:00,11:00 ~ 21:00,11:00 ~ 21:00,,11:00 ~ 21:00,11:00 ~ 21:00,11:00 ~ 21:00
리코커피(RICO COFFEE),충청북도 음성군 감곡면 음성로 2486,,37.0992738856192,127.635774020194,10:00 ~ 21:00,10:00 ~ 21:00,10:00 ~ 21:00,10:00 ~ 21:00,10:00 ~ 21:00,10:00 ~ 21:00,10:00 ~ 21:00
Uluru(울루루),충청북도 음성군 대소면 대금로 502,,36.9667076976273,127.49376382397,09:30 ~ 18:30,09:30 ~ 18:30,09:30 ~ 18:30,09:30 ~ 18:30,09:30 ~ 18:30,09:30 ~ 12:00,
커피에 반하다,충청북도 음성군 음성읍 시장로 88-1,,36.9354458205385,127.69310911579,11:00 ~ 22:00,11:00 ~ 22:00,11:00 ~ 22:00,11:00 ~ 22:00,11:00 ~ 22:00,11:00 ~ 22:00,11:00 ~ 22:00
플라워앤데코카페,충청북도 음성군 금왕읍 무극로 275-4,043 882 5512,36.9930916120409,127.592135385535,10:00 ~ 23:30,10:00 ~ 23:30,10:00 ~ 23:30,10:00 ~ 23:30,10:00 ~ 23:30,13:00 ~ 19:00,14:00 ~ 20:00
카페이음(e-um),충청북도 음성군 금왕읍 금석로 74,043 8738732,36.992074218459,127.59845906141,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,,09:00 ~ 18:00,09:00 ~ 18:00
카페읻다,충청북도 음성군 음성읍 중앙로50번길 14,,36.9283574063112,127.690762028523,11:30 ~ 22:00,11:30 ~ 22:00,11:30 ~ 22:00,11:30 ~ 22:00,11:30 ~ 22:00,11:30 ~ 22:00,11:30 ~ 22:00
Coffee Bianco (커피비앙코),충청북도 음성군 감곡면 장감로 182,,37.1177111471612,127.642117359476,10:00 ~ 21:00,10:00 ~ 21:00,10:00 ~ 21:00,10:00 ~ 21:00,10:00 ~ 21:00,10:00 ~ 21:00,10:00 ~ 21:00
비젼까페,충청북도 음성군 원남면 원중로 406-9,043 8717048,36.8766351730084,127.6112718797,10:30 ~ 18:00,10:30 ~ 18:00,10:30 ~ 18:00,10:30 ~ 18:00,10:30 ~ 18:00,10:30 ~ 18:00,10:30 ~ 18:00
밀과콩,충청북도 음성군 대소면 대화3길 4,,36.9651266172075,127.493667147808,10:00 ~ 19:00,10:00 ~ 19:00,10:00 ~ 19:00,10:00 ~ 19:00,10:00 ~ 19:00,10:00 ~ 18:00,
율량율량,충청북도 청주시 청원구 충청대로115번길 25,,36.6669550193771,127.491998204129,,12:00 ~ 21:00,12:00 ~ 21:00,12:00 ~ 21:00,12:00 ~ 21:00,12:00 ~ 21:00,
코너피크 성화점,충청북도 청주시 서원구 장전로6번길 38,,36.6165206989769,127.447621257484,10:00 ~ 23:00,10:00 ~ 23:00,10:00 ~ 23:00,10:00 ~ 23:00,10:00 ~ 23:00,10:00 ~ 23:00,12:00 ~ 22:00
이야기,충청북도 청주시 흥덕구 서현중로28번길 7 (가경동),,36.6211636358222,127.429969359968,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,
모멘텀,충청북도 청주시 흥덕구 서현서로 16,070 86326283,36.6194101392416,127.42828803822,11:00 ~ 21:00,11:00 ~ 21:00,11:00 ~ 21:00,11:00 ~ 21:00,11:00 ~ 21:00,,
사는게 꽃같네,충청북도 음성군 맹동면 대하2길 41,,36.9057512454151,127.54516441635,20:00 ~ 04:00,,20:00 ~ 04:00,20:00 ~ 04:00,20:00 ~ 04:00,20:00 ~ 04:00,20:00 ~ 04:00
이디야커피(강저점),충청북도 제천시 강저로11나길 13,,37.1204528636844,128.203706631806,09:00 ~ 23:30,09:00 ~ 23:30,09:00 ~ 23:30,09:00 ~ 23:30,09:00 ~ 23:30,09:00 ~ 22:30,09:00 ~ 22:30
꼬부랑길카페,충청북도 보은군 속리산면 속리산로 477,043 540 3216,36.4992017623467,127.790485879001,,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00
아토,충청북도 청주시 청원구 오창읍 두릉유리로 1130-32,043 216 5656,36.7409158747264,127.456217613382,10:00 ~ 20:00,10:00 ~ 20:00,10:00 ~ 20:00,10:00 ~ 20:00,10:00 ~ 20:00,10:00 ~ 20:00,
커피로드,충청북도 청주시 청원구 오창읍 중심상업1로 50,043 217 6055,36.7143140887891,127.427861400502,12:00 ~ 21:00,12:00 ~ 21:00,12:00 ~ 21:00,12:00 ~ 21:00,12:00 ~ 21:00,,12:00 ~ 21:00
로지,충청북도 청주시 서원구 남이면 대림로 324-6 (지상1.2층),070 71241224,36.5995291714425,127.441440850842,11:00 ~ 23:00,11:00 ~ 23:00,11:00 ~ 23:00,11:00 ~ 23:00,11:00 ~ 23:00,11:00 ~ 23:00,11:00 ~ 23:00
어포스트로피(apostrophe'),충청북도 괴산군 괴산읍 문무로 85 (중원대학교 클럽하우스 내),043 830 8509,36.8191551494983,127.798493849973,09:30 ~ 21:00,09:30 ~ 22:00,09:30 ~ 22:00,09:30 ~ 22:00,09:30 ~ 22:00,10:30 ~ 22:30,10:30 ~ 21:00
카페 솔,충청북도 괴산군 청천면 화양동길 78,043 832 4736,36.6730090473246,127.802431306003,10:00 ~ 21:00,10:00 ~ 21:00,10:00 ~ 21:00,10:00 ~ 21:00,12:00 ~ 22:00,12:00 ~ 22:00,12:00 ~ 18:00
반지대학청주캠퍼스,충청북도 청주시 상당구 상당로91번길 44,043 225 2567,36.6364289051059,127.487798432456,10:30 ~ 21:30,10:30 ~ 21:30,10:30 ~ 21:30,10:30 ~ 21:30,10:30 ~ 21:30,10:30 ~ 21:30,10:30 ~ 21:30
빽다방 청주가경골드점,충청북도 청주시 흥덕구 가경로 9-22,043 237 6047,36.6164715605095,127.442586405214,09:00 ~ 22:00,09:00 ~ 22:00,09:00 ~ 22:00,09:00 ~ 22:00,09:00 ~ 22:00,09:00 ~ 22:00,09:00 ~ 22:00
본커피,충청북도 괴산군 괴산읍 읍내로2길 66,,36.8099689114676,127.793544520587,10:00 ~ 19:00,10:00 ~ 19:00,10:00 ~ 19:00,10:00 ~ 19:00,10:00 ~ 19:00,10:00 ~ 20:00,
소담소담,충청북도 괴산군 괴산읍 문무로 85,043 830 8509,36.8191551494983,127.798493849973,08:30 ~ 19:00,08:30 ~ 19:00,08:30 ~ 19:00,08:30 ~ 19:00,08:30 ~ 19:00,08:30 ~ 19:00,08:30 ~ 19:00
커피갤러리,충청북도 괴산군 청천면 화양동길 202-1,,36.6684542575015,127.812592490806,10:00 ~ 22:00,10:00 ~ 22:00,10:00 ~ 22:00,10:00 ~ 22:00,10:00 ~ 22:00,10:00 ~ 22:00,10:00 ~ 22:00
동원커피,충청북도 괴산군 청천면 화양동길 206,043 8324572,36.6682586871168,127.812927013689,07:30 ~ 21:00,07:30 ~ 21:00,07:30 ~ 21:00,07:30 ~ 21:00,07:30 ~ 21:00,08:00 ~ 21:30,08:00 ~ 21:00
커피클럽,충청북도 청주시 서원구 산남로70번길 34,043268 6750,36.6126758754863,127.466408036337,12:00 ~ 22:00,12:00 ~ 22:00,12:00 ~ 22:00,12:00 ~ 22:00,12:00 ~ 22:00,13:00 ~ 21:00,
이디야커피 청주대점,충청북도 청주시 청원구 상당로 261-1 (우암동,043 223 3163,36.6517379775241,127.488346681985,10:00 ~ 23:00,10:00 ~ 23:00,10:00 ~ 23:00,10:00 ~ 23:00,10:00 ~ 23:00,10:00 ~ 23:00,10:00 ~ 23:00
메가엠지씨커피 증평초중점,충청북도 증평군 증평읍 초중로 60,043 836 0110,36.7792969393417,127.570036774921,08:00 ~ 22:30,08:00 ~ 22:30,08:00 ~ 22:30,08:00 ~ 22:30,08:00 ~ 22:30,09:00 ~ 22:30,09:00 ~ 22:30
아이스크림할인마켓,충청북도 청주시 상당구 용암로 3,043 291 2600,36.6094003417188,127.509331512625,10:00 ~ 23:00,10:00 ~ 23:00,10:00 ~ 23:00,10:00 ~ 23:00,10:00 ~ 23:00,10:00 ~ 23:00,10:00 ~ 23:00
쥬쥬라떼,충청북도 청주시 서원구 구룡산로 400-2,,36.6180621925411,127.488629536723,,09:30 ~ 17:30,09:30 ~ 15:30,09:30 ~ 18:00,09:30 ~ 17:50,09:30 ~ 16:00,09:30 ~ 15:30
카페위라이크(WeLike),충청북도 제천시 용두천로40길 18,,37.1553370193639,128.218407417292,,11:00 ~ 21:00,11:00 ~ 21:00,11:00 ~ 21:00,11:00 ~ 21:00,11:00 ~ 21:00,11:00 ~ 21:00
복고다방 청주복대점,충청북도 청주시 흥덕구 대신로74번길 10,,36.6395051724148,127.436190407074,10:00 ~ 20:30,10:00 ~ 20:30,10:00 ~ 20:30,10:00 ~ 20:30,10:00 ~ 20:30,10:00 ~ 20:30,10:00 ~ 20:30
카페 그루(Groo),충청북도 제천시 청풍호로10안길 16,,37.1215531745083,128.199377845888,,10:00 ~ 20:00,10:00 ~ 20:00,10:00 ~ 20:00,10:00 ~ 20:00,10:00 ~ 20:00,10:00 ~ 20:00
텐퍼센트,충청북도 청주시 청원구 오창읍 중심상업로 27,,36.7132546977004,127.429173107574,08:00 ~ 21:00,08:00 ~ 21:00,08:00 ~ 21:00,08:00 ~ 21:00,08:00 ~ 21:00,10:00 ~ 21:00,10:00 ~ 19:00
파운드맨션,충청북도 음성군 맹동면 진성로 719,,36.9115490218666,127.528267145394,11:00 ~ 21:00,11:00 ~ 21:00,11:00 ~ 21:00,11:00 ~ 21:00,11:00 ~ 21:00,11:00 ~ 21:00,11:00 ~ 21:00
메가커피 청주율량사천점,충청북도 청주시 청원구 율봉로 97,,36.6669069992313,127.480094458769,09:00 ~ 22:00,09:00 ~ 22:00,09:00 ~ 22:00,09:00 ~ 22:00,09:00 ~ 22:00,09:00 ~ 22:00,09:00 ~ 22:00
쓰리엑스라지커피(3X-LARGE COFFEE),충청북도 청주시 상당구 호미로 69,,36.6176127665225,127.523211021361,08:20 ~ 21:30,08:20 ~ 21:30,08:20 ~ 21:30,08:20 ~ 21:30,08:20 ~ 21:30,08:20 ~ 21:30,08:20 ~ 21:30
컴포즈커피청주성안길점,충청북도 청주시 상당구 성안로 19-1,,36.6351138518273,127.489235866882,10:00 ~ 22:00,10:00 ~ 22:00,10:00 ~ 22:00,10:00 ~ 22:00,10:00 ~ 22:00,10:00 ~ 22:00,10:00 ~ 22:00
커피텐타,충청북도 제천시 청전대로9길 16,,37.1492672107929,128.207440371747,,11:00 ~ 22:00,11:00 ~ 22:00,11:00 ~ 22:00,11:00 ~ 22:00,11:00 ~ 22:00,11:00 ~ 22:00
공차 청주개신점,충청북도 청주시 서원구 모충로 11,,36.6251437186249,127.465264107054,08:00 ~ 22:00,08:00 ~ 22:00,08:00 ~ 22:00,08:00 ~ 22:00,08:00 ~ 22:00,08:00 ~ 22:00,08:00 ~ 22:00
컴포즈커피충주건국대점,충청북도 충주시 충열5길 12,,36.9500688036683,127.904130433273,10:00 ~ 22:00,10:00 ~ 22:00,10:00 ~ 22:00,10:00 ~ 22:00,10:00 ~ 22:00,10:00 ~ 22:00,10:00 ~ 22:00
토프레소 제천명동점,충청북도 제천시 숭문로4길 6,,37.1355484500659,128.205825033734,07:30 ~ 21:00,07:30 ~ 21:00,07:30 ~ 21:00,07:30 ~ 21:00,07:30 ~ 21:00,10:00 ~ 21:00,10:00 ~ 21:00
